Timestamp start: 1684987679365
Timestamp end: 1684989479938

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      650.8  1276.0   160.7   220.6   234.8   352.5   434.5   509.8   578.7   691.9   989.3  2960.3  4176.6 14148.4 36344.2  71364.7    71313
read      441.8   561.8   160.7   216.1   228.2   339.9   439.8   503.3   545.5   591.3   649.8   764.9  2227.8  6675.1 23498.2  42048.4    42089
read      393.6   339.5   160.7   214.7   226.7   330.7   421.2   478.8   521.8   565.8   616.3   689.4   924.8  3677.0 12776.2  46552.6    46458
read      420.2   623.9   160.7   217.5   229.6   355.3   459.8   515.6   549.4   585.7   630.8   703.8   945.8  5589.9 27068.8  30877.3    30755
read      399.9   334.3   160.7   215.9   227.7   336.4   431.0   491.6   532.9   576.5   628.0   704.6   950.8  3789.3  9070.5  42907.9    42889
read      391.9   514.0   160.7   215.5   227.2   314.0   370.8   408.4   440.8   484.4   544.1   660.2  1647.3  5135.6 19272.4  93613.7    93552
read      381.1   405.2   160.7   214.6   226.1   314.2   383.4   431.5   470.2   518.9   575.8   664.8  1015.0  4199.4 15699.2  65676.3    65694
read      423.8   405.9   160.7   219.4   231.7   363.8   467.1   520.9   554.0   589.8   635.1   711.3   983.6  4753.5 12527.8  29610.9    29574
read      394.9   352.1   173.5   216.5   228.0   329.2   414.4   470.3   512.7   558.6   614.2   699.3  1002.2  4112.5 12788.1  51411.9    51355
read      382.0   474.6   160.7   215.0   226.4   315.7   383.6   429.1   465.5   510.5   567.8   665.1  1084.3  4244.9 13389.4  67222.2    67361
read      437.9   539.1   173.5   226.6   242.9   405.3   478.6   515.0   537.6   564.2   597.3   659.5   890.3  7319.4 29341.6  16326.0    16287
read      382.7   411.3   160.7   216.3   227.7   315.5   377.0   418.6   452.7   496.6   555.1   663.2  1160.1  4508.2 12868.6  81480.3    81508
read      379.8   449.0   160.7   217.7   228.5   312.3   369.6   407.3   439.5   482.9   541.1   642.6  1195.7  4330.7 19089.9  87574.0    87619
read      400.8   529.9   160.7   219.0   230.3   318.0   374.9   413.2   445.2   487.9   548.5   674.0  2090.3  5382.2 22054.2  99109.1    99068
read      394.2   418.3   160.7   217.1   228.4   326.9   408.6   463.7   506.1   552.0   605.4   687.6   972.4  4672.5 14345.3  51360.7    51267
read      445.9   520.0   173.5   236.6   256.9   414.4   473.3   504.2   526.1   548.8   581.2   633.3  1022.7  7122.1 30202.7  11777.7    11822
read      375.9   449.7   160.7   215.9   227.1   308.7   361.3   395.5   424.2   463.1   519.7   621.8  1308.6  4405.0 16117.7  97524.6    97494
read      387.8   483.6   160.7   217.9   228.9   313.7   369.0   405.1   436.1   477.8   537.2   647.4  1509.8  4750.2 16964.8  97403.7    97350
read      388.6   397.7   160.7   216.0   227.3   321.5   399.2   451.5   492.3   538.8   592.4   678.3  1001.7  4537.6 14512.3  55545.0    55460
read      380.6   444.7   160.7   216.6   227.7   312.8   371.7   411.1   444.0   488.1   547.0   653.8  1212.0  4312.2 21372.5  86204.3    85984
read      390.5   461.6   160.7   217.8   228.6   315.7   377.9   419.7   454.5   500.0   560.8   673.2  1388.3  4375.9 16538.3  82123.1    82043
read      393.0   400.6   160.7   216.1   227.5   324.0   406.3   461.0   502.4   548.0   601.3   687.3  1022.4  4903.2 15116.2  53002.7    52873
read      431.2   415.5   173.5   229.5   247.0   408.8   474.4   507.2   529.7   553.2   585.0   635.2   808.5  5747.2 15608.0  13943.9    13911
read      391.1   405.8   160.7   215.7   227.4   327.2   410.0   464.4   505.6   549.3   601.1   682.6   951.9  4170.9 18823.6  49846.9    49984
read      436.4   510.2   173.5   243.7   267.6   405.7   455.3   481.4   501.0   524.0   549.9   598.3   873.5  8078.6 18813.2   9278.6     9274
read      432.3   323.6   173.5   225.8   241.7   387.9   476.4   521.4   549.0   583.7   629.6   708.2  1074.1  4141.4  9964.0  27246.8    27187
read      427.4   399.6   173.5   224.7   240.1   397.1   480.7   520.6   544.3   572.3   606.0   662.1   868.0  4144.3 15900.9  18799.2    18735
read      367.8   397.7   160.7   213.7   225.3   309.3   367.4   405.4   437.6   479.9   537.7   635.1  1022.2  4529.6 13325.1  86355.6    86505
read      367.3   373.0   160.7   214.7   226.2   310.3   366.2   402.2   433.4   474.5   534.3   634.6  1063.3  4318.8 13590.1  93077.1    93039
read      371.3   356.0   160.7   214.1   225.7   312.7   376.2   419.9   455.1   501.2   561.0   661.7  1025.7  3649.4 12128.2  75942.6    75999
read      412.3   351.9   160.7   218.7   230.7   354.1   455.2   512.6   547.3   584.4   629.6   699.9   930.7  4251.8 14410.9  32413.8    32324
read      371.2   341.7   160.7   216.4   227.7   314.5   374.0   413.8   446.5   490.0   547.9   653.4  1047.9  3978.4 12760.9  84137.1    84255
read      367.3   364.0   160.7   213.8   225.4   309.6   369.6   409.2   442.4   486.3   544.3   643.7  1020.4  3950.1 15234.0  81775.3    81759
read      405.8   410.4   160.7   216.3   228.1   342.0   437.0   492.4   530.6   571.2   620.5   699.2   971.2  5185.4 16621.9  37388.0    37291
read      387.1   357.0   160.7   214.9   226.7   323.5   402.8   456.2   496.3   541.5   594.4   684.1   989.0  4087.8 12962.1  53796.9    53818
read      416.7   473.9   160.7   218.6   230.5   356.8   455.7   508.7   540.8   577.2   622.5   692.5   950.8  5832.1 20284.6  30251.0    30297
read      416.0   379.7   160.7   218.9   231.0   358.0   458.5   513.8   547.6   585.6   632.7   711.3   960.9  4340.8 15464.0  31516.6    31569
read      404.9   376.7   160.7   217.0   228.8   343.6   437.3   494.2   532.4   573.1   623.1   702.4   949.3  4257.8 12707.1  38807.7    38927
read      425.4   547.4   173.5   236.4   256.5   396.0   447.6   473.7   494.0   515.9   543.5   590.1   819.9  6703.4 30692.4  10670.3    10652
read      372.3   412.1   160.7   215.6   227.2   312.6   368.1   403.9   434.7   476.1   534.8   638.6  1098.0  4291.2 12333.3  98071.6    98119
read      386.1   319.9   160.7   214.6   226.3   325.7   407.0   459.6   499.3   542.4   591.7   671.2   960.7  4198.1  9812.6  48262.9    48176
read      405.6   347.7   160.7   217.3   229.2   345.3   441.4   497.6   534.0   572.9   619.9   691.9   943.4  4112.3 11798.1  34847.1    34929
read      375.1   373.5   160.7   215.2   226.7   315.7   381.9   426.3   462.5   508.9   568.3   662.2  1002.9  4125.6 12882.9  69730.6    69735
read      415.7   326.5   173.5   221.4   235.1   383.2   470.6   513.0   538.9   567.8   601.5   658.9   833.0  3930.5 11031.6  20732.4    20753
read      372.3   420.9   160.7   215.0   226.4   311.2   370.5   409.9   442.3   486.2   544.3   644.9  1064.5  4647.8 18911.5  84810.1    84642
read      397.3   393.5   160.7   215.3   227.1   332.8   422.3   477.8   517.8   558.1   607.1   685.1   970.3  4264.7 13804.6  42377.6    42333
read      384.3   304.5   160.7   216.8   228.3   323.4   399.3   450.0   490.3   538.1   594.1   683.6   983.1  3698.0  8077.5  61378.4    61587
read      376.2   425.2   160.7   215.9   227.2   313.7   375.6   418.2   453.6   499.2   557.6   656.3  1027.9  4816.3 15846.4  77997.2    77998
read      376.4   390.7   160.7   216.8   228.3   316.0   372.1   409.0   440.0   482.0   540.9   649.7  1116.6  4322.3 12869.6  97793.9    97625
read      420.5   401.9   173.5   220.3   233.3   375.1   472.3   519.3   547.2   578.1   616.7   678.5   900.0  4129.1 16828.0  23810.2    23781
read      374.0   395.6   160.7   214.3   225.9   313.3   380.0   426.5   464.2   510.7   567.0   650.7   950.6  4260.3 15732.1  66707.4    66723
read      412.1   355.5   173.5   218.8   230.6   356.3   455.0   509.4   542.5   578.5   623.1   691.8   937.3  4240.5 12228.4  31003.7    31016
read      393.6   380.2   160.7   215.9   227.8   331.9   415.9   469.8   510.6   553.1   604.1   686.1   971.4  4055.6 12371.5  47413.4    47394
read      371.0   385.0   160.7   216.5   228.1   315.3   371.2   407.2   437.8   479.2   537.1   638.6  1042.8  4111.8 15109.8  95346.7    95335
read      430.1   550.1   173.5   265.2   290.3   387.2   425.4   447.8   464.7   486.8   515.0   567.0   938.5  7757.9 25453.2   5294.1     5252
read      377.9   567.3   160.7   215.1   226.6   317.2   387.0   433.5   471.4   518.9   576.3   669.6  1020.6  3764.4 12101.3  65916.7    65908
read      428.8   423.8   173.5   226.1   242.2   400.1   474.8   511.6   534.5   560.3   592.6   649.4   845.7  5923.3 13304.3  16942.3    16889
read      403.0   414.0   173.5   216.6   228.5   337.6   428.9   486.5   527.3   570.6   621.3   696.5   963.9  4841.6 12795.9  42926.2    42912
read      382.2   407.6   160.7   218.7   230.2   319.7   377.3   415.5   447.6   491.1   550.7   669.8  1145.9  4313.2 13115.9  99925.9    99898
read      417.6   445.4   173.5   220.3   232.9   367.8   465.1   514.6   543.4   576.0   616.9   684.6   895.1  4282.7 29128.5  26410.0    26385
read      425.8   486.6   160.7   221.3   235.0   379.8   471.9   517.1   544.4   575.1   613.2   677.0   926.9  5596.0 14094.1  22611.3    22616
read      392.6   399.5   160.7   215.4   227.2   326.8   411.3   466.6   508.7   555.0   608.5   687.5   958.8  4283.3 13176.7  50550.1    50605
read      361.0   321.7   160.7   213.9   225.3   307.6   363.2   399.2   429.7   469.1   526.1   624.4  1028.3  3848.8 12366.3  90210.3    90283
read      408.1   262.2   160.7   219.6   232.0   365.0   459.5   508.5   537.7   570.8   611.9   676.4   894.7  3232.5  9114.7  26326.2    26273
read      395.3   409.2   160.7   216.3   227.9   329.8   413.2   467.9   510.2   554.8   608.1   688.6   991.6  4521.5 16319.0  48680.8    48521
read      407.5   347.6   160.7   219.2   231.3   350.9   447.6   502.3   537.4   575.8   623.8   695.8   930.6  3550.4 15434.0  34035.8    34058
read      372.2   314.6   160.7   215.7   227.2   313.7   376.3   419.4   454.7   500.3   559.2   661.6  1074.2  3740.4  9997.3  75646.0    75648
read      421.9   386.1   173.5   223.4   238.2   387.1   470.2   510.9   535.7   563.6   596.7   652.2   836.3  4918.9 11695.3  19550.7    19482
read      435.1   524.6   173.5   229.1   246.3   401.6   468.3   501.8   524.3   547.6   581.4   634.5  1004.0  6494.8 28792.7  15063.0    15054
read      349.2   251.0   160.7   214.4   225.3   297.2   356.7   399.0   432.8   473.1   527.6   609.3   832.0  2371.6  9792.2  75578.8    75754
read      420.6   364.2   187.4   269.3   294.9   389.7   430.1   453.3   468.7   491.7   521.4   574.6   797.0  6232.7 14102.5   5250.1     5187
read      420.8   333.2   173.5   224.0   240.3   395.3   470.1   506.5   530.4   556.0   589.0   641.0   803.7  4223.3 12000.1  17587.4    17656
read      370.8   434.8   160.7   212.2   223.8   302.1   354.2   388.9   417.2   455.9   510.4   612.8  1420.4  4332.3 13598.4  96330.1    96343
read      392.8   360.0   160.7   213.3   225.3   333.1   427.2   482.1   519.3   556.3   601.1   672.4   877.4  4127.4 15134.3  36819.8    36665
read      371.4   438.5   160.7   211.7   223.4   302.9   359.4   396.9   428.1   467.8   524.2   619.5  1224.1  4363.5 14870.9  85073.4    85269
read      400.5   377.3   160.7   213.8   226.0   343.7   443.4   497.1   530.6   565.3   606.3   671.0   857.9  4196.0 12561.4  31482.3    31525
read      366.2   270.7   160.7   216.3   227.3   310.7   381.2   430.2   466.9   510.2   561.7   637.8   849.9  2930.3  9273.4  61882.6    61798
read      422.5   313.2   173.5   243.9   266.1   412.2   460.6   486.5   504.5   526.8   550.9   594.0   739.7  3628.5 16068.0  12229.6    12253
read      406.4   260.7   160.7   228.7   245.4   383.7   457.7   494.0   517.7   542.3   573.9   622.4   748.6  2746.2 11486.7  25703.4    25710
read      332.1   206.6   160.7   218.7   229.0   297.9   343.0   374.6   401.0   434.1   475.4   533.4   651.3  1965.1  7955.3  79959.9    79937
read      433.3   463.1   173.5   264.4   293.3   405.2   447.3   469.8   489.0   509.3   539.6   588.3   756.0  8260.9 18426.1   7299.0     7271
read      327.1   209.5   160.7   218.7   228.7   294.9   337.3   366.8   391.1   422.2   462.2   520.0   640.4  1776.1  8482.0  85668.1    85861
read      321.1   171.6   160.7   217.9   227.9   292.4   331.8   358.9   380.7   409.1   447.6   502.7   623.7  1612.3  6684.3  91414.4    91467
read      342.8   190.9   160.7   219.9   231.0   304.8   355.1   391.9   421.9   458.6   503.9   566.4   711.0  1804.6  8204.2  72336.8    72217
read      397.3   238.8   160.7   225.5   240.3   363.1   449.9   491.6   518.5   545.3   579.7   630.6   772.4  2464.7 10728.7  31044.7    31080
read      336.1   179.2   160.7   219.3   229.9   301.1   348.1   382.1   409.1   443.3   486.7   545.6   676.0  1804.7  7023.4  76723.1    76878
read      330.4   195.0   160.7   219.3   229.7   297.9   341.5   371.6   396.3   427.8   467.8   527.0   654.3  1815.7  6681.1  84467.1    84584
read      430.5   348.9   173.5   244.4   266.6   417.4   466.1   493.0   511.1   534.0   561.8   609.6   744.8  5034.5 14354.8  12525.4    12492
read      360.0   193.1   160.7   221.7   234.5   319.6   383.2   426.5   458.9   495.8   536.7   590.7   725.6  1555.6  8673.7  57030.4    57106
read      318.0   157.9   160.7   217.8   227.8   291.1   328.6   354.2   374.3   401.3   437.2   492.6   612.4  1657.0  5746.2  96296.2    96245
read      420.5   394.6   173.5   263.0   291.3   393.9   432.3   455.8   471.4   495.1   524.9   575.6   739.5  6739.4 18385.0   6786.3     6791
read      323.4   171.9   160.7   218.8   228.7   294.5   334.8   362.4   384.8   413.5   451.7   506.0   632.5  1520.0  6601.1  90741.1    90728
read      431.9   441.9   187.4   277.0   302.6   397.8   435.9   460.2   477.7   501.7   533.3   585.1   770.0  7887.4 22262.0   5158.7     5151
read      328.8   187.1   160.7   218.7   228.8   296.7   340.2   370.2   395.1   426.3   465.8   523.5   641.7  1906.3  7759.0  82901.6    82969
read      376.8   247.2   160.7   222.3   235.6   333.6   412.0   459.9   491.8   524.6   560.4   611.3   739.1  2515.4 10531.3  42559.6    42635
read      315.7   180.6   160.7   217.3   227.3   290.0   326.3   350.5   370.4   395.8   429.8   481.0   594.1  1696.6  7554.0  99311.7    99337
read      318.1   161.2   160.7   217.6   227.7   291.6   329.5   355.0   374.9   401.9   437.5   490.7   602.5  1770.0  5900.2  95319.3    95192
read      344.0   184.6   160.7   220.0   231.3   307.4   360.3   397.2   427.0   462.8   505.8   561.9   687.0  1532.1  8177.9  69139.4    69200
read      367.7   237.6   160.7   221.8   234.8   324.8   395.5   442.2   475.6   512.0   548.8   603.1   732.9  1675.4 10551.5  49392.1    49459
read      402.6   239.2   160.7   229.4   245.0   371.6   456.8   496.3   521.8   547.8   580.9   631.0   761.9  2437.5  9962.0  29127.6    29055
read      354.0   181.4   160.7   222.8   236.5   316.1   371.3   410.6   442.1   479.3   522.9   578.5   708.5  1695.4  5963.8  64507.4    64324
read      434.6   467.6   187.4   274.2   301.7   399.5   438.1   461.3   478.0   501.1   532.1   583.0   762.4  8667.9 17863.8   5743.4     5705
read      328.7   376.4   160.7   218.8   228.9   296.5   339.9   369.6   393.9   424.6   464.1   521.6   652.0  1705.9  6833.6  84785.8    84816
read      407.9   232.3   160.7   228.9   245.0   388.7   464.3   499.7   522.6   545.9   577.9   627.9   750.8  2851.9  9902.2  23766.0    23714
read      339.6   190.8   160.7   219.6   230.4   303.0   352.9   389.0   418.0   453.6   497.0   554.4   680.0  1588.9  7945.2  74059.3    74116
read      414.9   282.7   173.5   233.3   250.3   401.7   466.7   498.2   519.3   541.8   571.1   615.8   741.9  3382.7 10135.0  19946.8    19948
read      373.2   205.9   160.7   222.1   235.4   331.7   407.1   454.9   486.7   520.0   554.8   607.4   741.2  2123.5  8797.9  44300.7    44213
read      411.2   240.8   160.7   233.2   250.4   401.4   464.8   495.5   515.9   538.5   568.0   615.0   739.5  2292.1  9919.5  19459.0    19454
read      433.0   460.8   187.4   264.0   293.4   402.6   441.2   464.2   482.2   504.6   535.5   586.4   765.4  8092.1 19138.4   7189.1     7190
read      378.2   242.5   160.7   223.6   237.8   340.7   411.4   454.4   484.7   518.3   555.4   611.6   747.0  1958.9  9457.7  47627.8    47657
read      377.3   230.9   160.7   222.6   236.4   333.4   410.7   459.0   491.9   527.1   566.2   621.3   749.2  1950.0  9671.6  44459.6    44399
read      424.9   369.8   173.5   267.4   295.7   399.9   439.6   463.1   481.1   503.9   534.7   583.4   739.1  6238.1 15137.6   6466.0     6481
read      425.0   403.8   187.4   269.5   298.4   392.5   429.0   451.3   467.4   490.7   521.4   576.1   764.1  6910.4 14836.7   5782.9     5807
read      332.1   205.7   160.7   219.0   229.5   298.6   343.3   374.1   399.3   430.9   470.7   530.9   669.7  1997.9  7788.4  82929.2    83137
read      426.7   340.7   173.5   253.9   279.3   408.2   451.1   473.2   492.8   513.7   542.4   587.5   738.9  6607.9 12339.0   9574.8     9580
read      392.9   235.0   160.7   225.2   240.5   361.6   436.0   477.5   505.9   536.1   572.4   626.4   757.5  2224.1  9026.0  37386.7    37385
read      393.3   252.7   173.5   224.7   239.5   359.0   438.4   480.7   508.2   537.2   572.6   626.5   768.1  2630.7 11312.7  33753.7    33706
read      397.4   235.1   160.7   226.8   241.8   358.2   444.3   489.4   518.2   547.1   583.8   638.3   791.0  2368.1  9774.0  35247.3    35204
read      376.1   214.9   160.7   224.2   238.2   332.9   403.9   450.3   482.5   517.8   558.3   620.7   791.6  2220.3  8461.9  50598.6    50438
read      375.2   203.3   160.7   223.4   237.2   332.0   404.3   453.2   487.5   524.0   564.3   622.6   757.6  2255.2  8247.3  48897.1    48878
read      382.0   250.8   160.7   223.7   237.7   337.9   418.5   466.4   498.4   531.3   568.5   623.0   767.5  2271.9  9817.4  42548.8    42682
read      398.8   228.0   173.5   227.8   243.1   372.8   452.8   489.8   513.4   538.8   570.8   620.4   744.4  2484.9 10325.8  27383.1    27416
read      351.7   201.8   160.7   221.1   233.2   313.0   369.5   409.0   440.4   476.6   519.6   576.4   714.8  1645.5  7859.4  64400.9    64424
read      348.8   198.4   160.7   220.5   232.1   310.1   365.6   404.0   435.8   472.4   515.5   571.9   699.2  2014.5  7845.1  64308.9    64364
read      423.3   439.3   173.5   271.3   299.2   389.9   425.8   447.7   464.5   487.0   516.9   572.6   773.4  7407.9 17593.6   5486.7     5481
read      408.2   236.8   173.5   231.9   249.9   390.5   456.9   490.7   513.2   538.3   569.8   619.4   754.5  2435.6  8641.8  26218.1    26227
read      407.1   226.1   160.7   232.5   249.8   388.4   458.0   492.8   515.6   539.8   571.0   620.5   750.2  2131.2 10010.6  26619.3    26586
read      330.0   207.7   160.7   219.4   229.9   298.0   341.5   371.4   396.1   426.6   465.9   523.9   656.5  1645.6  6349.3  86261.6    86286
read      404.5   257.0   173.5   228.9   244.7   381.6   460.2   495.7   518.5   542.1   573.5   622.1   746.9  2453.5 10759.1  24515.3    24452
read      400.5   237.8   160.7   227.9   243.2   373.0   455.4   493.2   517.4   541.9   574.2   625.2   752.1  2200.1 11251.4  26883.8    26832
read      392.3   221.2   160.7   226.0   240.9   361.2   443.5   482.5   507.1   533.5   564.8   614.1   746.4  2506.9  8764.3  29730.4    29795
read      373.4   230.5   160.7   222.8   236.5   330.6   403.8   451.5   484.0   518.3   554.7   610.3   744.7  2015.3  9836.7  46123.3    46224
read      331.4   181.2   160.7   219.3   229.8   298.3   342.6   373.0   398.1   429.5   469.4   529.6   675.4  1720.6  6656.8  84498.3    84587
read      353.3   188.9   160.7   221.2   233.3   313.3   370.4   411.5   443.7   481.4   525.7   583.2   719.3  1761.5  8099.1  63478.7    63389
read      376.2   228.0   160.7   224.5   238.6   333.7   406.9   455.5   488.5   523.4   561.3   616.9   753.9  1638.4  8910.4  47018.6    46953
read      327.0   163.5   160.7   219.7   230.4   297.5   339.1   367.2   390.1   419.1   457.1   511.4   640.1  1620.6  5995.7  90558.6    90536
read      420.0   329.8   173.5   243.3   265.2   408.7   455.6   480.2   498.6   520.3   547.2   594.0   742.4  3889.1 11861.4  12590.0    12508
read      385.7   230.5   160.7   224.8   239.5   350.8   425.6   465.9   493.2   522.8   557.1   615.1   784.2  2191.3  9177.2  38442.7    38491
read      324.3   214.7   160.7   218.9   229.3   295.8   335.7   361.9   382.5   408.5   444.4   499.2   641.3  1712.9  8914.3  97782.1    97806
read      425.2   263.3   173.5   247.1   270.9   415.3   462.4   488.6   506.7   530.2   558.0   606.3   748.6  2967.0 12687.3  11808.4    11813
read      390.6   248.8   160.7   226.1   241.2   355.0   430.1   472.1   501.6   532.6   569.1   624.1   775.7  2611.3  9947.2  39582.4    39665
read      366.1   197.1   160.7   221.9   234.9   323.5   391.2   437.6   471.7   508.9   548.6   606.1   745.7  1928.0  7572.9  53499.0    53571
read      352.0   175.2   160.7   221.0   233.0   313.3   371.1   411.7   443.8   481.1   523.9   579.0   712.0  1696.1  5615.7  63105.4    63215
read      335.5   172.5   160.7   219.6   230.3   300.9   347.5   381.1   407.7   441.2   483.2   541.4   678.4  1818.7  6341.1  78901.8    78767
read      427.3   308.1   173.5   259.5   287.9   410.0   452.3   475.8   495.1   516.8   545.6   595.1   759.4  4319.3  9963.1   8626.0     8615
read      348.3   185.8   160.7   220.6   232.1   310.0   365.0   403.0   434.2   470.3   513.9   572.6   700.8  1925.3  7420.3  67862.8    67903
read      418.4   247.8   160.7   238.4   257.1   409.8   465.1   493.7   513.0   536.5   566.3   616.6   750.8  3077.9  8635.7  16347.1    16398
read      365.6   231.8   160.7   221.5   233.9   321.9   390.7   436.5   470.2   507.8   547.2   603.6   742.1  1980.6  9271.3  53453.2    53434
read      386.0   230.3   160.7   224.1   238.3   344.4   429.8   475.8   505.9   535.7   571.1   623.7   754.9  2467.5  9408.9  38002.9    38068
read      422.0   243.2   173.5   256.4   283.5   407.3   449.9   472.2   492.3   513.6   542.8   591.1   751.4  3611.8 11417.4   9136.7     9130
read      348.2   226.3   160.7   220.6   232.1   309.6   364.2   401.7   431.7   467.2   510.2   569.8   704.4  1813.8  8365.1  69137.9    69227
read      385.3   233.4   160.7   224.1   238.3   345.6   430.3   475.8   504.9   534.5   569.0   620.7   744.6  2119.4  9015.0  37468.6    37496
read      332.3   181.9   160.7   219.3   229.7   299.7   344.6   375.6   400.7   432.4   471.7   531.7   669.0  1564.5  7557.9  83886.0    83925
read      370.3   215.6   160.7   222.5   235.9   326.2   397.0   444.5   478.1   514.8   554.1   612.6   760.3  2106.2  7966.1  51149.8    51037
read      394.8   229.3   160.7   225.8   240.6   357.4   445.1   488.5   516.8   545.5   581.2   634.1   782.6  1730.7  8779.2  33617.6    33690
read      366.8   214.7   160.7   221.6   234.3   322.8   393.1   440.3   473.7   510.6   549.4   608.1   750.2  1861.3  7777.4  51556.0    51474
read      339.5   180.6   160.7   219.4   230.3   303.8   353.5   389.1   417.4   452.7   495.7   550.6   689.6  1706.8  6524.4  73628.4    73708
read      320.7   178.8   160.7   218.5   228.3   292.8   331.4   357.3   377.6   403.7   440.2   495.1   626.7  1962.2  7774.1  98631.6    98618
read      330.3   187.7   160.7   218.7   228.9   296.7   341.0   372.0   397.9   430.4   470.8   530.9   663.0  1634.9  8015.0  82092.9    81977
read      324.3   161.8   160.7   218.6   228.5   294.2   335.3   363.6   386.7   416.2   455.3   509.8   641.0  1840.7  6736.6  91556.9    91567
read      368.7   239.3   160.7   221.2   233.8   324.4   396.7   444.4   478.0   513.9   550.8   606.7   740.5  2003.7  9457.4  48290.7    48236
read      323.1   177.7   160.7   217.7   227.9   293.7   334.7   362.5   384.8   413.2   451.1   504.7   628.4  1780.2  6452.3  91746.8    91726
