#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      443.4   392.5   187.4   266.4   296.3   420.6   466.1   491.7   508.6   532.5   561.2   609.7   754.6  6627.7 14280.2   7406.6     7434
read      346.4   186.8   160.7   219.8   231.2   308.5   362.7   400.8   431.9   468.6   514.0   574.5   694.1  1512.5  7438.6  67249.8    67201
read      328.4   205.4   160.7   217.6   227.9   294.4   337.2   367.3   392.4   424.1   465.5   529.0   646.1  2206.6  8044.7  85718.6    85927
read      350.8   167.4   160.7   219.5   230.7   309.3   366.3   408.8   443.9   484.4   531.3   589.2   700.5  2092.9  4411.0  63690.2    63953
read      417.0   261.4   160.7   223.7   237.7   365.8   470.3   523.2   555.6   589.0   630.0   691.8   904.2  3348.4  8816.2  31631.6    31595
read      379.9   468.8   160.7   218.5   229.1   309.5   367.3   406.4   440.2   485.2   548.1   667.4  1273.6  5286.7 17563.9  88048.6    87879
read      450.6   420.5   173.5   258.0   284.9   423.2   472.8   499.6   518.8   541.5   572.0   620.3   885.9  7402.3 13254.7   7344.0     7287
read      390.9   495.9   160.7   215.3   226.7   317.2   392.2   444.5   485.9   536.3   594.9   686.5  1086.8  6285.6 20435.1  62160.0    62295
read      447.3   490.6   173.5   261.4   287.8   416.8   463.9   489.4   506.5   529.6   556.4   599.7   861.4  6372.9 29154.2   6584.4     6561
read      440.6   354.3   173.5   224.9   240.4   400.6   496.6   542.9   572.7   604.7   641.8   707.6   949.2  4869.4 12086.9  22397.4    22532
read      390.5   410.3   160.7   216.4   227.8   319.6   398.5   453.7   497.5   549.1   609.7   701.6  1069.0  4406.4 15704.4  60450.2    60653
read      393.0   368.2   160.7   217.0   228.4   323.0   403.3   460.0   503.4   555.3   617.6   714.4  1084.4  3858.8 12767.0  59244.0    59076
read      390.7   390.6   160.7   215.9   227.4   320.0   398.3   453.4   496.8   546.9   607.3   698.3  1080.4  4854.0 13372.8  60231.0    60154
read      468.6   550.7   160.7   224.1   239.2   400.2   510.8   561.8   594.3   632.6   682.2   778.6  1364.9  7950.8 26917.0  22936.6    22964
read      550.5  1114.3   173.5   248.5   275.3   450.6   516.9   550.3   573.1   596.7   634.3   703.3  3244.7 13208.9 33675.7   8229.8     8172
read      513.6   735.3   173.5   223.7   239.5   410.0   526.4   587.7   635.5   695.2   792.1  1028.4  1721.8  9754.6 31544.7  27450.0    27652
read      513.3   840.2   160.7   221.5   235.5   371.2   487.2   557.0   606.1   667.3   764.9  1047.8  3831.2  7311.3 30384.0  37534.6    37594
read      512.0   719.8   173.5   224.1   240.3   421.7   541.6   602.0   645.2   704.1   788.2   974.6  1403.8  9074.9 31131.4  24500.2    24367
read      527.4   808.0   160.7   221.4   235.9   389.7   510.9   578.3   627.3   687.9   787.5  1053.1  3659.5  8691.2 31068.5  33795.0    33771
read      572.6  1089.3   160.7   221.0   234.6   342.3   423.7   491.9   553.7   654.5   880.4  1413.0  4383.1 10951.2 32118.8  84869.4    84944
read      415.4   623.8   160.7   217.5   228.9   315.8   378.4   420.9   456.8   505.0   573.6   713.0  2760.2  7255.1 26564.8  85665.8    85666
read      406.1   351.7   160.7   218.7   230.4   336.1   425.6   485.1   527.6   575.1   630.6   714.4  1047.3  4279.3 11963.2  51914.8    51918
read      469.2   583.9   160.7   221.3   235.4   377.6   494.0   558.8   600.6   648.9   713.6   842.7  1489.5  6199.7 20402.8  34367.6    34406
read      497.2   595.9   173.5   223.7   239.1   405.3   521.1   582.3   626.3   681.4   761.8   941.6  1691.2  7431.8 29966.6  28532.4    28664
read      535.0   828.7   160.7   221.7   235.9   373.7   491.4   562.1   612.1   675.5   775.6  1092.4  3918.9  8542.6 31165.7  38195.4    38289
read      531.9   808.3   160.7   226.2   243.5   431.7   545.5   603.5   646.0   697.9   777.1   932.8  2372.6 10519.9 31478.7  20679.4    20658
read      523.7   996.3   173.5   229.4   249.1   448.7   542.2   585.8   616.7   651.9   697.3   785.1  1361.3 13255.0 37508.3  13827.6    13840
