,type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target,start,elapsed_time
12,read,503.1,832.9,160.7,218.7,230.5,332.4,414.7,475.7,527.1,590.5,690.4,1059.4,4052.8,7688.0,31004.4,60193.3,60154,2023-05-25 02:48:04.396715,2.0
13,read,512.9,797.5,173.5,227.0,243.7,425.1,537.7,593.1,634.1,684.9,758.1,903.6,1410.6,11767.3,31772.3,22979.4,22964,2023-05-25 02:48:14.396715,2.1666666666666665
14,read,536.3,1077.3,173.5,251.1,278.9,451.1,518.0,548.5,571.6,595.5,632.3,692.9,3107.2,16641.8,32272.5,8159.0,8172,2023-05-25 02:48:24.396715,2.3333333333333335
15,read,502.7,718.7,160.7,225.0,240.9,406.8,522.3,581.2,623.7,676.1,748.5,920.3,1671.2,8843.2,31659.5,27604.8,27652,2023-05-25 02:48:34.396715,2.5
16,read,483.6,700.8,160.7,221.2,234.9,366.7,482.7,548.4,591.7,642.3,714.6,865.9,3039.0,8023.1,31203.0,37671.6,37594,2023-05-25 02:48:44.396715,2.6666666666666665
17,read,487.4,584.0,173.5,225.5,241.7,411.5,521.0,574.8,612.1,656.8,721.8,857.4,1445.5,7852.2,25788.9,24496.4,24367,2023-05-25 02:48:54.396715,2.8333333333333335
18,read,491.3,766.7,160.7,222.0,236.4,379.7,495.8,558.8,600.7,651.7,728.3,900.9,2034.5,9617.2,31750.5,33681.4,33771,2023-05-25 02:49:04.396715,3.0
19,read,438.4,719.2,160.7,216.1,227.7,313.4,374.1,416.8,453.5,504.1,579.5,760.9,3833.3,7111.6,30792.7,84926.4,84944,2023-05-25 02:49:14.396715,3.1666666666666665
20,read,401.1,613.0,160.7,216.3,227.5,309.3,367.8,406.8,439.9,484.6,546.5,666.3,2850.8,6349.8,23905.5,85557.1,85666,2023-05-25 02:49:24.396715,3.3333333333333335
21,read,407.6,431.3,160.7,217.3,229.2,332.2,418.9,476.2,521.2,568.9,623.9,707.0,1123.0,4365.6,15091.4,51979.3,51918,2023-05-25 02:49:34.396715,3.5
22,read,506.5,796.0,160.7,220.6,234.4,379.5,499.1,563.3,608.5,664.8,744.9,943.2,3376.3,10636.9,31578.2,34397.9,34406,2023-05-25 02:49:44.396715,3.6666666666666665
23,read,489.7,642.6,160.7,223.9,239.3,403.8,522.5,580.0,621.6,672.6,741.5,886.0,1370.9,8060.6,30931.8,28660.8,28664,2023-05-25 02:49:54.396715,3.8333333333333335
24,read,444.2,449.8,173.5,222.8,237.1,367.1,479.9,543.0,584.3,631.1,691.0,800.9,1244.6,4973.7,13747.3,38297.2,38289,2023-05-25 02:50:04.396715,4.0
25,read,433.2,438.1,173.5,224.2,239.6,395.8,483.7,525.3,550.4,579.8,616.1,674.2,954.5,4744.5,20074.6,20616.4,20658,2023-05-25 02:50:14.396715,4.166666666666667
26,read,548.6,1110.4,173.5,229.2,248.6,442.0,534.6,578.5,609.7,646.0,696.6,806.9,3503.4,18979.1,36562.7,13776.8,13840,2023-05-25 02:50:24.396715,4.333333333333333
27,read,520.3,915.8,160.7,220.1,234.1,346.5,420.5,476.4,527.3,593.7,713.8,1080.3,3981.1,8971.4,31909.1,93429.0,93419,2023-05-25 02:50:34.396715,4.5
28,read,409.6,543.4,160.7,216.9,228.6,318.8,378.1,416.0,448.1,492.3,556.3,685.8,3454.4,4949.5,22461.0,98341.0,98284,2023-05-25 02:50:44.396715,4.666666666666667
29,read,410.0,543.6,160.7,214.9,226.7,316.4,384.8,431.1,469.1,519.5,583.2,697.4,2841.6,5088.5,24128.6,71318.2,71313,2023-05-25 02:50:54.396715,4.833333333333333
30,read,446.8,671.7,160.7,216.5,228.8,341.1,440.1,506.0,548.7,596.3,655.8,754.5,2169.4,8078.6,30967.7,42047.9,42089,2023-05-25 02:51:04.396715,5.0
31,read,585.7,1030.8,160.7,217.8,230.3,344.0,447.8,524.2,580.6,654.5,806.9,1625.0,4127.0,9753.3,31862.2,46511.9,46458,2023-05-25 02:51:14.396715,5.166666666666667
32,read,550.0,981.8,160.7,222.7,238.0,396.1,518.7,585.7,638.1,711.5,833.6,1103.7,3692.1,14266.6,32304.3,30636.0,30755,2023-05-25 02:51:24.396715,5.333333333333333
33,read,546.5,957.7,160.7,215.8,228.3,341.9,450.4,529.0,586.1,664.4,829.2,1439.9,3931.9,12101.6,31797.4,42775.1,42889,2023-05-25 02:51:34.396715,5.5
34,read,394.4,528.6,160.7,214.4,226.4,312.0,367.6,402.7,433.2,473.9,533.8,641.6,2730.3,4939.3,17691.9,93495.0,93552,2023-05-25 02:51:44.396715,5.666666666666667
35,read,396.7,474.6,160.7,213.6,225.6,316.4,387.4,435.4,475.3,525.4,584.0,678.5,1418.3,4799.6,16662.5,65662.1,65694,2023-05-25 02:51:54.396715,5.833333333333333
36,read,426.5,469.0,160.7,218.5,230.9,362.7,472.2,530.5,564.3,598.8,641.4,711.7,921.1,6286.7,19089.2,29510.0,29574,2023-05-25 02:52:04.396715,6.0
37,read,392.0,375.4,160.7,213.7,226.1,324.8,410.1,468.4,514.5,562.7,617.3,693.8,933.7,4185.9,15169.7,51353.6,51355,2023-05-25 02:52:14.396715,6.166666666666667
38,read,397.9,501.5,160.7,213.8,225.9,315.8,384.4,431.8,470.8,521.9,583.5,681.8,1525.0,4569.2,19912.4,67515.7,67361,2023-05-25 02:52:24.396715,6.333333333333333
39,read,438.9,388.2,160.7,228.1,245.5,414.2,495.2,532.4,556.2,583.4,617.5,670.9,858.4,4614.0,15871.9,16280.4,16287,2023-05-25 02:52:34.396715,6.5
40,read,399.2,528.6,160.7,214.4,226.2,313.7,375.4,416.6,451.3,497.9,561.0,677.1,2262.6,5092.5,24401.7,81445.6,81508,2023-05-25 02:52:44.396715,6.666666666666667
41,read,402.5,505.4,160.7,216.0,227.8,317.1,378.0,418.5,452.3,498.0,562.9,685.0,2527.5,4626.2,16747.1,87557.7,87619,2023-05-25 02:52:54.396715,6.833333333333333
42,read,414.4,560.4,160.7,217.8,229.7,321.6,381.4,420.2,453.2,498.5,564.9,702.8,3515.1,5039.6,19800.8,99021.8,99068,2023-05-25 02:53:04.396715,7.0
43,read,405.4,477.3,160.7,215.5,227.7,329.1,415.4,473.3,519.2,567.0,622.2,705.8,1047.0,5092.8,24198.5,51203.4,51267,2023-05-25 02:53:14.396715,7.166666666666667
44,read,451.3,511.6,173.5,237.1,257.9,422.9,486.3,518.3,539.2,563.8,592.9,644.8,905.8,7040.6,26177.6,11836.2,11822,2023-05-25 02:53:24.396715,7.333333333333333
45,read,392.9,509.3,160.7,215.2,227.2,314.4,370.4,405.8,436.2,478.1,538.9,651.9,2112.8,4487.9,18845.2,97373.6,97494,2023-05-25 02:53:34.396715,7.5
46,read,409.2,573.1,160.7,215.6,227.7,317.6,376.6,415.5,447.7,492.3,557.8,690.0,3205.5,4854.7,25292.0,97312.2,97350,2023-05-25 02:53:44.396715,7.666666666666667
47,read,409.5,503.2,160.7,215.7,227.8,327.9,409.9,466.4,511.0,561.4,620.7,713.6,1172.5,5899.2,20333.8,55467.6,55460,2023-05-25 02:53:54.396715,7.833333333333333
48,read,400.5,524.9,160.7,215.0,226.8,314.8,375.2,415.5,449.3,495.0,557.5,679.4,2394.0,4923.9,17770.8,85880.3,85984,2023-05-25 02:54:04.396715,8.0
49,read,396.3,525.4,160.7,214.0,225.8,311.1,371.6,411.8,445.3,490.2,550.1,664.3,2523.0,4483.0,22228.8,82046.4,82043,2023-05-25 02:54:14.396715,8.166666666666666
50,read,401.2,409.1,160.7,216.7,228.6,328.9,411.1,467.1,512.4,561.4,619.0,702.4,1025.6,4326.2,15295.3,52958.2,52873,2023-05-25 02:54:24.396715,8.333333333333334
51,read,459.6,532.8,173.5,234.9,254.7,429.5,503.2,537.4,560.3,586.0,621.2,676.8,915.9,7671.7,25313.6,13920.3,13911,2023-05-25 02:54:34.396715,8.5
52,read,407.9,438.7,160.7,219.0,231.3,337.0,425.0,484.1,528.8,576.1,631.9,718.3,1012.7,4322.4,21725.4,50000.8,49984,2023-05-25 02:54:44.396715,8.666666666666666
53,read,460.1,404.4,173.5,252.1,277.7,432.1,487.5,517.2,537.7,561.7,591.4,642.4,1162.2,5179.9,15391.4,9305.8,9274,2023-05-25 02:54:54.396715,8.833333333333334
54,read,445.0,367.7,160.7,222.1,236.8,391.3,501.2,553.5,588.1,628.3,680.3,765.5,1092.1,4283.5,13722.9,27153.1,27187,2023-05-25 02:55:04.396715,9.0
55,read,442.8,420.7,160.7,226.0,242.6,408.7,501.5,542.7,570.2,600.0,636.8,695.6,894.2,4779.9,17917.1,18616.0,18735,2023-05-25 02:55:14.396715,9.166666666666666
56,read,382.0,463.9,160.7,214.9,226.7,314.4,373.5,412.7,445.4,490.3,550.9,662.2,1190.0,4834.0,17295.0,86334.8,86505,2023-05-25 02:55:24.396715,9.333333333333334
57,read,398.7,467.0,160.7,217.3,229.2,321.1,382.9,423.0,457.2,503.7,571.4,703.5,1549.4,4548.0,15884.0,93161.9,93039,2023-05-25 02:55:34.396715,9.5
58,read,395.2,445.1,160.7,216.5,228.2,320.9,389.4,434.2,472.2,522.5,587.8,699.9,1268.7,5036.1,13675.5,75981.3,75999,2023-05-25 02:55:44.396715,9.666666666666666
59,read,422.7,338.4,160.7,219.0,231.4,360.3,471.3,532.9,570.2,609.3,657.4,732.4,968.2,4131.5,9609.8,32312.8,32324,2023-05-25 02:55:54.396715,9.833333333333334
60,read,377.0,426.5,160.7,213.9,225.8,311.7,370.8,410.2,443.0,487.1,546.5,650.9,1128.7,4283.8,15807.3,84158.8,84255,2023-05-25 02:56:04.396715,10.0
61,read,380.1,427.0,160.7,214.9,226.8,315.3,376.6,418.0,452.3,498.0,559.1,665.1,1103.3,4330.3,14726.3,81626.9,81759,2023-05-25 02:56:14.396715,10.166666666666666
62,read,421.0,384.9,160.7,218.9,231.3,355.0,458.8,521.8,562.0,604.3,655.0,731.7,978.9,4424.3,12480.1,37282.4,37291,2023-05-25 02:56:24.396715,10.333333333333334
63,read,402.1,497.9,160.7,216.0,228.1,330.1,414.2,471.6,516.9,565.7,623.5,708.5,1035.7,4345.4,24295.6,53746.2,53818,2023-05-25 02:56:34.396715,10.5
64,read,429.5,399.0,160.7,219.9,233.0,368.1,479.0,537.9,574.0,612.7,660.0,735.0,977.1,4322.1,15713.8,30342.7,30297,2023-05-25 02:56:44.396715,10.666666666666666
65,read,418.6,383.4,160.7,217.9,230.0,356.5,464.9,525.0,561.0,597.9,641.8,714.1,932.5,4243.9,13073.1,31545.6,31569,2023-05-25 02:56:54.396715,10.833333333333334
66,read,417.4,417.8,160.7,217.5,229.8,347.6,448.2,511.6,553.1,596.5,646.9,730.9,1010.1,4730.8,12884.4,38798.6,38927,2023-05-25 02:57:04.396715,11.0
67,read,443.3,508.1,173.5,240.5,263.0,414.6,470.1,500.2,521.0,543.4,573.6,621.7,823.0,7001.1,26525.5,10672.0,10652,2023-05-25 02:57:14.396715,11.166666666666666
68,read,389.8,456.5,160.7,217.4,229.3,320.3,378.1,415.4,446.8,490.8,552.4,673.0,1314.8,4341.0,14628.9,98007.6,98119,2023-05-25 02:57:24.396715,11.333333333333334
69,read,400.1,401.2,160.7,214.7,227.0,331.8,419.2,477.8,522.4,569.7,623.7,703.0,987.1,4479.8,11875.6,48174.7,48176,2023-05-25 02:57:34.396715,11.5
70,read,415.7,401.9,160.7,215.8,228.3,348.8,452.7,513.6,551.8,590.7,636.9,709.5,933.1,4978.3,14938.8,34947.0,34929,2023-05-25 02:57:44.396715,11.666666666666666
71,read,382.9,359.2,160.7,214.1,226.1,317.3,387.4,434.0,472.4,521.8,581.4,677.7,1093.0,4021.3,12859.6,69670.7,69735,2023-05-25 02:57:54.396715,11.833333333333334
72,read,425.7,357.4,160.7,222.1,237.1,389.8,483.4,527.3,553.6,582.7,618.7,674.4,844.6,4489.2,11997.2,20801.1,20753,2023-05-25 02:58:04.396715,12.0
73,read,379.7,433.3,160.7,213.6,225.6,313.3,372.6,412.4,445.6,489.3,548.1,655.3,1174.7,4368.0,13623.6,84777.9,84642,2023-05-25 02:58:14.396715,12.166666666666666
74,read,403.3,358.4,160.7,215.5,227.9,339.5,434.1,495.4,537.2,580.4,631.8,711.4,957.4,4037.1,13068.4,42348.9,42333,2023-05-25 02:58:24.396715,12.333333333333334
75,read,385.3,352.9,160.7,215.0,227.0,321.8,396.2,447.2,489.0,538.9,597.5,686.2,992.6,4123.8,12142.6,61628.6,61587,2023-05-25 02:58:34.396715,12.5
76,read,384.3,413.1,160.7,214.4,226.4,315.7,379.2,421.6,456.9,503.4,565.1,667.1,1178.9,4365.4,14554.5,78037.9,77998,2023-05-25 02:58:44.396715,12.666666666666666
77,read,400.9,511.0,160.7,217.3,229.1,321.0,380.5,419.1,451.6,496.4,562.0,690.7,1673.7,4391.9,19805.4,97578.9,97625,2023-05-25 02:58:54.396715,12.833333333333334
78,read,429.5,344.1,160.7,222.1,236.5,383.4,489.0,537.8,568.0,599.9,639.6,705.3,899.7,3976.3,12510.3,23936.7,23781,2023-05-25 02:59:04.396715,13.0
79,read,392.5,505.7,160.7,215.6,227.6,321.6,394.7,444.1,485.0,534.3,593.9,690.0,1090.3,4511.8,15388.9,66714.9,66723,2023-05-25 02:59:14.396715,13.166666666666666
80,read,428.2,439.3,160.7,219.8,232.4,363.8,472.0,531.3,567.9,607.0,653.4,725.2,965.0,4645.0,16073.1,31027.1,31016,2023-05-25 02:59:24.396715,13.333333333333334
81,read,401.1,344.0,160.7,215.2,227.6,336.1,425.2,483.0,525.7,571.9,627.4,713.2,1017.7,4032.3,12551.5,47564.7,47394,2023-05-25 02:59:34.396715,13.5
82,read,391.2,466.9,160.7,217.5,229.2,320.2,379.9,418.7,451.3,495.8,558.0,676.7,1294.7,4334.0,15817.1,95297.2,95335,2023-05-25 02:59:44.396715,13.666666666666666
83,read,447.0,565.5,173.5,268.9,294.3,399.4,442.8,467.3,487.0,508.5,539.0,589.8,1237.9,8488.4,26100.3,5252.7,5252,2023-05-25 02:59:54.396715,13.833333333333334
84,read,383.4,421.7,160.7,214.1,226.2,317.9,387.7,435.0,474.0,522.9,580.1,670.2,1036.2,4182.2,16148.1,65683.1,65908,2023-05-25 03:00:04.396715,14.0
85,read,431.7,374.6,173.5,226.3,242.6,404.7,485.9,523.2,545.5,573.5,607.4,662.0,854.4,4698.9,11462.4,16936.3,16889,2023-05-25 03:00:14.396715,14.166666666666666
86,read,444.7,378.3,160.7,223.3,240.0,400.0,476.2,528.9,568.4,614.6,671.5,751.4,992.4,5139.1,12650.7,42945.9,42912,2023-05-25 03:00:24.396715,14.333333333333334
87,read,404.5,495.3,160.7,218.9,231.0,325.0,384.9,424.5,458.2,503.9,571.3,704.0,1663.5,4390.8,16527.6,99805.4,99898,2023-05-25 03:00:34.396715,14.5
88,read,428.1,414.6,160.7,220.6,234.2,372.2,476.9,530.4,563.1,596.8,639.1,709.1,929.7,5040.9,13729.1,26501.9,26385,2023-05-25 03:00:44.396715,14.666666666666666
89,read,441.2,532.5,160.7,222.1,236.5,386.2,485.7,533.3,563.2,594.3,635.1,700.0,1006.8,6995.6,28115.9,22641.2,22616,2023-05-25 03:00:54.396715,14.833333333333334
90,read,398.8,404.5,160.7,216.1,228.1,331.8,418.1,476.1,520.0,568.2,624.0,705.0,978.5,4364.4,12748.3,50501.7,50605,2023-05-25 03:01:04.396715,15.0
91,read,382.4,437.7,160.7,215.5,227.2,314.4,372.1,409.2,440.9,484.5,545.3,658.1,1245.4,4339.0,15872.5,90322.1,90283,2023-05-25 03:01:14.396715,15.166666666666666
92,read,420.4,358.0,160.7,220.1,233.1,368.4,470.8,522.9,554.0,587.4,629.4,691.4,910.3,4176.5,12773.8,26258.7,26273,2023-05-25 03:01:24.396715,15.333333333333334
93,read,405.4,417.2,160.7,217.6,229.4,338.4,426.5,484.7,527.2,573.4,629.0,714.1,1017.7,4694.7,12876.8,48456.7,48521,2023-05-25 03:01:34.396715,15.5
94,read,420.6,421.8,160.7,219.5,231.6,356.8,456.5,513.3,549.4,589.4,638.2,718.0,1001.9,5170.5,12599.6,34039.9,34058,2023-05-25 03:01:44.396715,15.666666666666666
95,read,384.0,385.0,160.7,216.8,228.1,319.4,385.8,429.3,465.1,512.1,574.1,679.2,1133.6,4008.5,14454.8,75606.4,75648,2023-05-25 03:01:54.396715,15.833333333333334
96,read,448.3,558.7,173.5,225.1,240.7,402.0,492.4,534.7,561.3,590.0,627.4,685.6,981.0,8076.0,30587.9,19605.3,19482,2023-05-25 03:02:04.396715,16.0
