Timestamp start: 1684982757549
Timestamp end: 1684984558076

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      337.3   169.9   160.7   220.2   231.7   303.6   349.5   382.5   408.5   442.6   487.4   548.1   680.9  1394.9  7241.4  82010.7    81977
read      330.8   210.9   160.7   219.9   231.1   300.2   341.8   370.0   392.9   421.9   461.3   521.7   658.4  1895.8  7628.3  91391.4    91567
read      381.5   219.8   160.7   222.3   236.0   332.1   410.1   465.2   506.9   546.9   589.9   647.0   776.1  1882.9  8622.8  48192.1    48236
read      333.9   204.0   160.7   220.8   232.8   303.4   344.6   372.5   395.7   425.1   464.1   524.4   667.0  2174.8  7801.3  91656.7    91726
read      375.7   206.9   160.7   223.6   237.7   328.8   400.2   451.7   491.0   532.3   575.9   633.4   761.8  1745.5  7798.3  52465.1    52458
read      350.7   192.0   160.7   220.6   232.7   310.7   365.0   403.3   435.4   475.4   525.3   586.7   719.8  1861.0  7981.0  70456.1    70467
read      351.3   185.4   160.7   221.3   233.8   312.2   366.8   404.1   435.4   473.2   520.7   582.9   718.9  1992.6  6926.5  71103.4    71151
read      357.3   187.6   160.7   221.5   234.4   315.8   373.9   416.1   450.1   490.7   538.0   596.8   731.7  1705.0  7550.7  64838.0    65016
read      388.0   229.7   173.5   223.5   237.8   339.1   426.1   481.2   518.4   554.5   592.7   647.2   775.5  1984.8  7878.3  42137.1    42057
read      342.1   177.1   160.7   220.4   232.2   306.1   354.6   389.1   417.1   453.1   499.6   563.9   696.5  1754.8  5452.9  78835.4    78821
read      360.9   221.7   160.7   220.7   233.0   315.8   378.1   424.6   461.6   505.9   552.4   614.6   738.0  1609.3  8253.8  60524.4    60720
read      392.0   235.1   160.7   223.5   237.8   342.5   433.6   490.1   525.8   560.7   598.9   650.9   781.4  2089.3  9869.7  40041.6    39911
read      434.2   271.5   173.5   254.1   279.7   424.6   473.1   500.1   518.7   539.6   567.7   613.1   740.7  3333.5 12416.8  10627.7    10628
